Data file generated using DWRITE.M v1.0
Written on 06-May-2009.
$head$

string:species
float:MW
table1d:thermal,T,h,s
$/head$


species=Ar
MW=39.944000
thermal=
              4200 |   2.35206461e+006   1.78769714e+003
              4300 |   2.39306684e+006   1.79708650e+003
              4400 |   2.43382519e+006   1.80671974e+003
              4500 |   2.47437014e+006   1.81580425e+003
              4600 |   2.51464073e+006   1.82467536e+003
              4700 |   2.55463695e+006   1.83327211e+003
              4800 |   2.59435882e+006   1.84162498e+003
              4900 |   2.63380631e+006   1.84976446e+003
              5000 |   2.67297944e+006   1.85769054e+003
              5100 |   2.71187821e+006   1.86537274e+003
              5200 |   2.75050262e+006   1.87287203e+003
              5300 |   2.78888314e+006   1.88018841e+003
              5400 |   2.82698930e+006   1.88732189e+003
              5500 |   2.86488207e+006   1.89427245e+003
              5600 |   2.90256144e+006   1.90107059e+003
              5700 |   2.94002741e+006   1.90768582e+003
              5800 |   2.97731048e+006   1.91417911e+003
              5900 |   3.04483460e+006   1.92051997e+003
              6000 |   3.05120595e+006   1.92670841e+003



species=Ba+
MW=137.340000
thermal=
               200 |   4.95416661e+006   1.22092136e+003
     2.981500e+002 |   4.96904325e+006   1.28158637e+003
               300 |   4.96931761e+006   1.28250092e+003
               400 |   4.98446862e+006   1.32609436e+003
               500 |   4.99961963e+006   1.35993263e+003
               600 |   5.01477064e+006   1.38736907e+003
               700 |   5.02995214e+006   1.40931822e+003
               800 |   5.04522508e+006   1.43126737e+003
               900 |   5.06071143e+006   1.44986317e+003
              1000 |   5.07650262e+006   1.46602018e+003
              1100 |   5.09278157e+006   1.48156750e+003
              1200 |   5.10967022e+006   1.49620026e+003
              1300 |   5.12729051e+006   1.51052818e+003
              1400 |   5.14570341e+006   1.52394155e+003
              1500 |   5.16493940e+006   1.53735491e+003
              1600 |   5.18499848e+006   1.55015858e+003
              1700 |   5.20585017e+006   1.56296225e+003
              1800 |   5.22740301e+006   1.57515623e+003
              1900 |   5.24956556e+006   1.58704535e+003
              2000 |   5.27224634e+006   1.59893447e+003
              2100 |   5.29535392e+006   1.61021389e+003
              2200 |   5.31876634e+006   1.62088362e+003
              2300 |   5.34239216e+006   1.63155334e+003
              2400 |   5.36613992e+006   1.64161337e+003
              2500 |   5.38991817e+006   1.65136855e+003
              2600 |   5.41369641e+006   1.66051402e+003
              2700 |   5.43738320e+006   1.66965950e+003
              2800 |   5.46094805e+006   1.67819528e+003
              2900 |   5.48432999e+006   1.68642621e+003
              3000 |   5.50752902e+006   1.69404744e+003
              3100 |   5.53048417e+006   1.70166868e+003
              3200 |   5.55325641e+006   1.70898506e+003
              3300 |   5.57575429e+006   1.71599659e+003
              3400 |   5.59803877e+006   1.72239843e+003
              3500 |   5.62004889e+006   1.72880026e+003
              3600 |   5.64184561e+006   1.73520210e+003
              3700 |   5.66339845e+006   1.74099423e+003
              3800 |   5.68473790e+006   1.74678637e+003
              3900 |   5.70583347e+006   1.75227366e+003
              4000 |   5.72674613e+006   1.75745609e+003
              4100 |   5.74744540e+006   1.76263853e+003
              4200 |   5.76793127e+006   1.76751612e+003
              4300 |   5.78826472e+006   1.77239371e+003
              4400 |   5.80841525e+006   1.77696645e+003
              4500 |   5.82838288e+006   1.78123434e+003
              4600 |   5.84822857e+006   1.78580708e+003
              4700 |   5.86789135e+006   1.79007497e+003
              4800 |   5.88746267e+006   1.79403801e+003
              4900 |   5.90688157e+006   1.79800105e+003
              5000 |   5.92617853e+006   1.80196409e+003
              5100 |   5.94538404e+006   1.80592713e+003
              5200 |   5.96446760e+006   1.80958532e+003
              5300 |   5.98345971e+006   1.81324351e+003
              5400 |   6.00236037e+006   1.81659685e+003
              5500 |   6.02116957e+006   1.81995020e+003
              5600 |   6.03991780e+006   1.82360839e+003
              5700 |   6.05857457e+006   1.82665688e+003
              5800 |   6.07717038e+006   1.83001022e+003
              5900 |   6.09570522e+006   1.83305872e+003
              6000 |   6.11420957e+006   1.83641206e+003



species=BaO
MW=153.340000
thermal=
               200 |  -8.28595407e+005   1.45301127e+003
     2.981500e+002 |  -8.08199296e+005   1.53582440e+003
               300 |  -8.07789736e+005   1.53713499e+003
               400 |  -7.85782687e+005   1.60042573e+003
               500 |  -7.62983822e+005   1.65129314e+003
               600 |  -7.39666180e+005   1.69377821e+003
               700 |  -7.16048194e+005   1.73017449e+003
               800 |  -6.92211775e+005   1.76203829e+003
               900 |  -6.68184229e+005   1.79029796e+003
              1000 |  -6.44074770e+005   1.81571801e+003
              1100 |  -6.19856095e+005   1.83881722e+003
              1200 |  -5.95555508e+005   1.85995054e+003
              1300 |  -5.71200313e+005   1.87944562e+003
              1400 |  -5.46763206e+005   1.89754819e+003
              1500 |  -5.22326099e+005   1.91442208e+003
              1600 |  -4.97807080e+005   1.93023112e+003
              1700 |  -4.73260757e+005   1.94511181e+003
              1800 |  -4.48632522e+005   1.95917339e+003
